ax,ay,az,gx,gy,gz,mx,my,mz,label
-0.44,0.86,0.25,0.43,-1.28,-0.06,-14.49,-93.37,-57.29,unknown
-0.45,0.86,0.25,0.55,-0.31,1.46,-14.66,-93.43,-57.42,unknown
-0.45,0.86,0.25,0,-0.31,2.69,-14.09,-93.13,-56.77,unknown
-0.45,0.86,0.25,0.92,-2.38,0.73,-15.21,-92.6,-56.85,unknown
-0.45,0.86,0.25,1.1,-2.32,0.79,-14.38,-92.86,-57.42,unknown
-0.45,0.86,0.25,0.98,-3.17,-0.92,-14.62,-92.88,-57.65,unknown
-0.45,0.86,0.25,1.65,-4.58,-0.37,-14.89,-93.26,-57.47,unknown
-0.45,0.86,0.25,1.53,-3.91,2.14,-14.33,-93.44,-57.31,unknown
-0.47,0.86,0.25,3.6,-2.81,13.06,-14.54,-93.07,-58.13,unknown
-0.47,0.84,0.25,5.62,-4.7,13.18,-15.87,-93.16,-58.78,unknown
-0.48,0.84,0.25,3.66,-4.21,8.85,-16.09,-92.83,-58.65,unknown
-0.48,0.84,0.25,2.62,-4.09,1.95,-17.04,-92.86,-58.72,unknown
-0.49,0.85,0.26,2.08,1.59,4.27,-16.91,-92.53,-59.3,unknown
-0.48,0.84,0.27,4.58,-0.67,13.49,-17.92,-91.85,-60.05,unknown
-0.5,0.81,0.26,5.74,-2.62,15.2,-19.18,-92.52,-59.5,unknown
-0.51,0.81,0.26,2.75,-0.43,11.47,-19.9,-91.88,-60.31,unknown
-0.52,0.81,0.27,0.73,0.24,4.21,-19.97,-90.89,-61.08,unknown
-0.51,0.82,0.27,0.85,-1.53,-2.38,-20.59,-91.38,-60.45,unknown
-0.51,0.82,0.27,2.2,-4.15,-3.3,-19.96,-91.56,-60.94,unknown
-0.51,0.82,0.27,1.28,-4.03,-3.6,-19.3,-91.72,-59.56,unknown
-0.51,0.82,0.26,-0.43,-1.95,-2.26,-18.85,-92.35,-59.7,unknown
-0.51,0.82,0.27,-1.65,1.83,-7.26,-18.93,-92.04,-60.35,unknown
-0.49,0.83,0.27,-0.37,0.18,-4.58,-17.98,-91.97,-60.03,unknown
-0.49,0.83,0.27,0.24,-2.5,-1.28,-17.92,-91.96,-59.64,unknown
-0.49,0.83,0.26,0.31,-4.09,-4.33,-17.96,-92.22,-60.61,unknown
-0.48,0.83,0.26,-3.05,-0.85,-11.41,-16.86,-92.03,-59.8,unknown
-0.46,0.84,0.28,-3.72,-2.75,-16.85,-16.3,-92.22,-58.26,unknown
-0.45,0.86,0.25,1.95,-5.25,-16.3,-15.48,-93.07,-56.37,unknown
-0.44,0.86,0.25,2.5,-3.85,-3.05,-14.2,-92.92,-58.68,unknown
-0.45,0.85,0.26,0.06,-1.77,2.32,-14.32,-93.23,-58.26,unknown
-0.45,0.85,0.26,0.98,-5.8,-0.92,-14.43,-92.6,-57.85,unknown
-0.44,0.86,0.26,6.84,-10.8,-11.41,-13.95,-93.59,-58.69,unknown
-0.44,0.87,0.25,11.96,-15.26,-10.07,-12.34,-93.95,-57.85,unknown
-0.43,0.86,0.25,8.18,-15.32,-12.88,-11.43,-94.67,-58.08,unknown
-0.42,0.87,0.26,2.99,-7.63,-3.6,-11.16,-95.4,-57.79,unknown
-0.42,0.87,0.26,0.85,-6.41,1.1,-10.6,-95.72,-57.93,unknown
-0.43,0.87,0.25,0.98,-4.76,1.04,-10.84,-95.35,-57.5,unknown
-0.43,0.87,0.26,1.04,-2.69,-0.49,-10.02,-95.62,-56.88,unknown
-0.42,0.87,0.26,0.49,-5.13,-1.89,-10.46,-95.32,-57.42,unknown
-0.42,0.87,0.26,-0.12,-7.81,-2.93,-10.31,-95.15,-57.56,unknown
-0.41,0.87,0.25,1.04,-12.94,-6.9,-9.27,-95.87,-57.57,unknown
-0.41,0.89,0.24,-1.46,-6.96,-11.96,-8.42,-96.52,-56.14,unknown
-0.41,0.89,0.24,-2.14,-1.53,-5.86,-8.13,-96.94,-55.42,unknown
-0.4,0.89,0.24,0.12,-2.99,-1.16,-7.6,-97.2,-55.77,unknown
-0.41,0.88,0.23,3.05,-7.39,-0.24,-6.54,-97.68,-55.16,unknown
-0.4,0.88,0.23,2.81,-7.39,-3.11,-6.43,-97.75,-56.03,unknown
-0.38,0.9,0.23,2.38,-7.08,-2.93,-6.62,-97.56,-55.87,unknown
-0.41,0.89,0.22,1.1,-5.07,1.77,-6.23,-98.03,-54.97,unknown
-0.41,0.88,0.23,2.62,-3.54,3.72,-6.57,-97.66,-55.83,unknown
-0.41,0.88,0.23,1.53,-3.6,0.06,-6.3,-97.67,-55.05,unknown
-0.41,0.89,0.23,1.65,-4.7,0.18,-6.02,-98.01,-55.7,unknown
-0.41,0.89,0.23,1.16,-2.93,0.67,-6.21,-98.02,-55.88,unknown
-0.41,0.88,0.23,1.65,-3.72,0.73,-6.13,-97.96,-56.07,unknown
-0.41,0.88,0.23,1.77,-4.58,-1.59,-6.46,-98.19,-55.99,unknown
-0.4,0.89,0.23,2.26,-4.52,0,-5.91,-98.55,-55.64,unknown
-0.41,0.89,0.23,1.77,-6.65,-1.28,-5.66,-98.72,-55.64,unknown
-0.41,0.88,0.23,3.23,-7.81,-2.75,-5.44,-98.97,-54.55,unknown
-0.41,0.89,0.23,2.56,-8.54,-6.1,-5.1,-98.95,-54.53,unknown
-0.39,0.89,0.23,2.14,-8,-5.37,-4.2,-99.39,-55.73,unknown
-0.39,0.89,0.22,1.04,-8.91,-9.34,-3.11,-99.41,-54.96,unknown
-0.38,0.9,0.22,-0.43,-3.6,-4.21,-2.15,-100.11,-56.04,unknown
-0.38,0.89,0.22,0.43,-2.69,-1.71,-2.05,-99.96,-54.13,unknown
-0.38,0.89,0.22,0,-2.99,-2.44,-2.15,-100.55,-54.54,unknown
-0.38,0.9,0.22,-1.46,-3.48,-7.02,-1.18,-100.29,-54.61,unknown
-0.37,0.9,0.22,-2.99,-7.87,-14.83,0.23,-101.28,-53.61,unknown
-0.37,0.92,0.2,-3.48,-7.93,-16.91,1.95,-101.99,-52.66,unknown
-0.34,0.93,0.2,0.24,-5.25,-5.49,3.04,-102.22,-51.88,unknown
-0.34,0.92,0.21,3.11,-1.71,6.04,2.84,-102.19,-51.87,unknown
-0.34,0.91,0.21,2.08,-2.56,0.67,2.54,-102.1,-52.72,unknown
-0.36,0.92,0.21,1.28,-2.2,-1.22,2.47,-101.01,-53.16,unknown
-0.35,0.91,0.21,1.28,-0.49,4.03,3,-101.2,-52.94,unknown
-0.35,0.91,0.21,1.46,-1.4,2.26,2.34,-101.28,-53.31,unknown
-0.35,0.91,0.21,2.56,-1.53,4.21,1.95,-100.73,-52.95,unknown
-0.36,0.91,0.21,2.14,-0.12,6.84,0.88,-101.21,-53.11,unknown
-0.36,0.91,0.22,3.11,-0.79,7.45,0.67,-100.74,-55.09,unknown
-0.37,0.9,0.22,2.75,-2.2,6.1,0.35,-100.24,-56.03,unknown
-0.38,0.9,0.22,2.2,-2.32,3.54,-0.11,-100.43,-56.02,unknown
-0.38,0.9,0.23,2.87,-1.46,4.27,-0.62,-99.88,-55.05,unknown
-0.38,0.91,0.22,2.99,-1.53,8.24,-1.1,-100.54,-56.05,unknown
-0.39,0.89,0.23,2.69,0.67,9.09,-1.44,-99.73,-55.76,unknown
-0.4,0.89,0.22,2.26,-5.25,2.2,-2.23,-99.63,-55,unknown
-0.4,0.89,0.22,4.88,-6.23,-1.95,-1.59,-99.89,-55.52,unknown
-0.39,0.9,0.23,3.85,-7.51,-0.43,-2.53,-99.93,-55.32,unknown
-0.4,0.89,0.23,4.39,-10.44,-0.92,-1.89,-100.15,-56.64,unknown
-0.4,0.89,0.23,6.23,-11.66,-1.28,-1.66,-100.26,-57.07,unknown
-0.41,0.88,0.21,0.92,-6.65,-3.97,-1.44,-100.35,-56.14,unknown
-0.4,0.9,0.22,-1.34,0.85,-0.24,-0.98,-100.66,-56.1,unknown
-0.39,0.89,0.23,-1.1,2.62,4.15,-1.51,-100.28,-56.88,unknown
-0.4,0.89,0.23,0.85,1.95,5.43,-1.73,-100.71,-55.69,unknown
-0.41,0.89,0.23,-0.43,4.88,7.39,-2.28,-100.26,-56.38,unknown
-0.4,0.89,0.23,-2.93,7.75,7.81,-2.83,-100.07,-55.88,unknown
-0.41,0.88,0.23,-5.25,7.2,7.26,-3.65,-100.39,-57.06,unknown
-0.4,0.9,0.22,-3.72,5,4.76,-3.52,-99.87,-55.38,unknown
-0.39,0.9,0.22,-5.98,4.33,11.11,-4.26,-99.29,-55.68,unknown
-0.45,0.87,0.21,0.43,5.92,20.63,-5.92,-99.22,-56.47,unknown
-0.44,0.86,0.22,-3.11,3.42,15.87,-7.48,-99.27,-56.2,unknown
-0.45,0.86,0.22,-0.06,2.26,1.83,-8.35,-99.37,-55.48,unknown
-0.45,0.87,0.22,2.75,0,-3.3,-8.4,-98.52,-57.32,unknown
-0.45,0.87,0.22,1.04,-1.71,0.18,-7.69,-98.1,-56.75,unknown
-0.45,0.87,0.22,0.24,-1.28,2.93,-7.84,-98.85,-56.48,unknown
-0.45,0.87,0.22,-0.43,3.91,1.59,-8.34,-98.62,-56.36,unknown
-0.46,0.87,0.22,-3.48,5,4.21,-8.52,-98.55,-55.88,unknown
-0.45,0.87,0.21,-6.35,9.09,3.66,-8.83,-97.85,-56.18,unknown
-0.46,0.86,0.22,-3.05,7.57,3.11,-9.28,-97.9,-55.22,unknown
-0.46,0.87,0.22,-0.85,4.64,2.32,-9.75,-97.45,-55.11,unknown
-0.44,0.87,0.23,-0.31,5.31,6.65,-10.28,-97.28,-55.05,unknown
-0.46,0.86,0.22,-1.71,1.46,6.84,-10.95,-97.07,-56.16,unknown
-0.46,0.86,0.23,1.28,-3.3,0.43,-11.47,-96.79,-55.52,unknown
-0.46,0.86,0.22,4.09,-5.13,-1.53,-11.3,-96.57,-56.37,unknown
-0.46,0.86,0.23,5.13,-5.68,-1.71,-10.84,-97.24,-56.49,unknown
-0.46,0.86,0.23,4.82,-7.2,-1.04,-11.01,-97.01,-56.9,unknown
-0.46,0.86,0.23,8.85,-9.83,-1.89,-10.94,-97.28,-56.19,unknown
-0.46,0.86,0.23,5.19,-5.37,-0.55,-10.52,-97.44,-57.32,unknown
-0.46,0.86,0.23,0.79,-1.65,1.28,-10.5,-97.35,-56.88,unknown
-0.46,0.86,0.24,1.16,-1.71,2.26,-10.62,-97.53,-58.41,unknown
-0.46,0.85,0.23,1.77,-3.3,3.97,-11.57,-97.68,-57.71,unknown
-0.47,0.85,0.23,1.4,-2.5,2.5,-11.38,-97.29,-58.76,unknown
-0.47,0.85,0.23,0.85,-0.85,2.08,-11.82,-97.53,-58.59,unknown
-0.47,0.85,0.24,0.73,-1.4,-1.16,-11.62,-97.58,-57.47,unknown
-0.47,0.85,0.24,10.99,-7.39,-5.49,-11,-98.16,-58.14,unknown
-0.46,0.86,0.25,8.97,-11.96,-10.62,-10.56,-97.72,-58.03,unknown
-0.45,0.86,0.24,1.22,-8.54,-11.41,-9.4,-98.8,-57.1,unknown
-0.44,0.87,0.24,0.98,-7.69,-10.38,-8.34,-98.86,-56.25,unknown
-0.44,0.85,0.23,5.55,-21.18,-15.63,-7.59,-99.29,-56.93,unknown
-0.42,0.89,0.23,2.69,-11.66,-11.35,-6.13,-98.97,-56.49,unknown
-0.42,0.88,0.23,1.34,-4.94,1.59,-5.53,-99.38,-57.1,unknown
-0.42,0.88,0.23,0.98,-1.65,-0.49,-5.74,-98.8,-56.96,unknown
-0.42,0.88,0.23,0.92,-2.26,0.06,-6.03,-99.77,-56.87,unknown
-0.42,0.88,0.24,0.98,-2.14,-0.18,-5.71,-99.66,-57.35,unknown
-0.42,0.88,0.23,1.1,-2.26,-0.12,-5.55,-99.62,-56.52,unknown
-0.42,0.87,0.24,1.04,-3.48,-1.4,-5.29,-99.74,-56.65,unknown
-0.41,0.87,0.24,2.01,-9.52,-7.69,-5.08,-100.02,-56.54,unknown
-0.4,0.9,0.23,4.33,-14.65,-12.45,-3.8,-100.23,-56.56,unknown
-0.41,0.89,0.23,2.08,-6.16,-0.98,-3.17,-100.1,-56.68,unknown
-0.4,0.89,0.23,1.28,-3.17,0,-3.08,-100.54,-56.82,unknown
-0.41,0.89,0.23,1.34,-2.38,-0.24,-3.15,-100.15,-56.65,unknown
-0.4,0.89,0.23,1.28,-4.21,0.92,-3.17,-100.66,-56.46,unknown
-0.41,0.89,0.23,1.71,-3.48,0.55,-2.81,-100.85,-57.62,unknown
-0.41,0.89,0.23,1.65,-4.21,0.67,-2.66,-101.16,-56.65,unknown
-0.41,0.89,0.23,2.26,-3.48,0.06,-2.72,-101.09,-58.08,unknown
-0.41,0.89,0.23,1.16,-1.59,-0.24,-2.73,-100.87,-57.64,unknown
-0.41,0.89,0.23,1.22,-2.32,0,-2.97,-100.26,-57.52,unknown
-0.4,0.89,0.23,1.1,-2.26,-0.18,-2.66,-100.99,-57.25,unknown
-0.41,0.89,0.23,1.04,-2.32,0.43,-2.22,-101.51,-56.2,unknown
-0.41,0.89,0.23,0.85,-1.95,-0.06,-3.12,-100.81,-56.79,unknown
-0.41,0.89,0.23,1.28,-2.44,-0.18,-2.78,-100.66,-56.9,unknown
-0.41,0.89,0.23,0.98,-1.77,-0.49,-2.45,-100.61,-56.65,unknown
-0.41,0.88,0.22,0.43,-3.11,-3.11,-2.34,-100.82,-57.2,unknown
-0.4,0.89,0.23,0.55,-1.4,-0.92,-1.9,-100.62,-56.54,unknown
-0.4,0.89,0.23,0.73,-1.77,0.06,-1.86,-101.25,-57.09,unknown
-0.4,0.89,0.23,-0.31,-2.14,-1.1,-1.79,-100.68,-56.03,unknown
-0.4,0.89,0.23,0,-2.56,-1.89,-2.09,-100.28,-56.31,unknown
-0.4,0.89,0.23,0.73,-2.32,-0.18,-1.67,-101.53,-56.4,unknown
-0.4,0.89,0.23,0.92,-3.11,0.31,-1.75,-100.51,-56.43,unknown
-0.39,0.89,0.22,1.1,-2.56,-0.31,-0.76,-100.39,-57.1,unknown
-0.4,0.89,0.23,0.73,-2.14,0.92,-1.12,-100.6,-56.16,unknown
-0.4,0.89,0.23,0.06,-1.95,-0.61,-1.4,-100.42,-56.64,unknown
-0.4,0.89,0.22,-0.37,-2.69,-3.42,-1.09,-101.79,-56.49,unknown
-0.39,0.9,0.22,-2.99,-1.46,-3.91,-0.51,-101.49,-55.86,unknown
-0.39,0.9,0.21,-0.55,2.56,-2.99,-0.38,-100.9,-55.07,unknown
-0.38,0.91,0.22,1.53,1.46,3.91,-1.06,-100.76,-55.42,unknown
-0.39,0.89,0.23,-0.92,0.06,2.44,-0.71,-99.96,-56.25,unknown
-0.38,0.9,0.22,2.99,-6.04,-3.42,-0.72,-100.89,-55.53,unknown
-0.38,0.9,0.22,0.67,-2.44,-0.79,-0.59,-101.03,-55.52,unknown
-0.39,0.9,0.22,1.04,-3.11,0.37,-0.81,-100.85,-56.3,unknown
-0.39,0.9,0.22,0.98,-2.62,0,-0.44,-100.7,-56.32,unknown
-0.38,0.9,0.23,1.95,-5.19,-0.92,-0.55,-100.18,-55.96,unknown
-0.39,0.89,0.22,1.83,-9.28,-2.99,0.07,-101.45,-56.74,unknown
-0.37,0.91,0.21,-14.65,-10.19,-11.47,0.76,-101.57,-54.38,unknown
-0.37,0.92,0.2,-8.12,-11.9,-2.44,1.71,-101.43,-53.42,unknown
-0.38,0.91,0.17,2.32,-8.85,3.42,2.4,-102.1,-54.38,unknown
-0.38,0.91,0.18,1.46,-3.48,0.73,1.49,-101.84,-53.58,unknown
-0.38,0.91,0.19,1.65,-5.19,-3.48,1.97,-101.4,-53.5,unknown
-0.37,0.91,0.19,3.78,-8.73,-3.3,2.21,-101.65,-54.42,unknown
-0.39,0.91,0.18,4.09,-8.06,-3.48,2.77,-101.68,-54.39,unknown
-0.37,0.91,0.18,1.95,-4.64,-0.61,3.75,-101.43,-54.2,unknown
-0.37,0.91,0.18,3.91,-4.88,-0.18,3.74,-101.64,-54.04,unknown
-0.37,0.91,0.19,5.68,-4.58,-1.16,3.41,-102.15,-54.04,unknown
-0.37,0.91,0.19,5.86,-4.88,-2.14,3.33,-101.82,-53.78,unknown
-0.37,0.91,0.19,8.36,-4.27,-1.4,4.93,-102.4,-55.51,unknown
-0.37,0.91,0.2,2.93,-5.13,0.73,4.49,-102.84,-55.97,unknown
-0.37,0.91,0.2,1.4,-3.72,1.22,3.72,-102.87,-55.38,unknown
-0.37,0.91,0.19,2.44,-3.66,-0.49,3.97,-102.56,-54.36,unknown
-0.37,0.91,0.2,2.99,-3.11,0.12,4.14,-102.61,-55.8,unknown
-0.37,0.91,0.2,0.98,-2.5,1.53,3.88,-102.67,-55,unknown
-0.37,0.91,0.2,0.85,-2.14,0.55,3.41,-102.76,-54.63,unknown
-0.37,0.91,0.2,0.73,-0.67,1.34,3.69,-102.64,-55.19,unknown
-0.37,0.91,0.2,0.98,-2.81,0.98,4.11,-102.53,-55.86,unknown
-0.37,0.91,0.2,0.73,-0.79,0.67,4.02,-102.43,-54.94,unknown
-0.38,0.91,0.2,1.53,-1.4,3.72,3.08,-102.93,-55.54,unknown
-0.38,0.91,0.19,-2.32,2.5,5.49,3.32,-102.44,-56.57,unknown
-0.38,0.91,0.2,1.4,7.14,9.52,2.09,-102.04,-55.73,unknown
-0.38,0.9,0.2,4.39,7.26,7.51,1.51,-102.34,-55.2,unknown
-0.4,0.89,0.22,3.05,8.67,8.12,0.46,-102.17,-56.29,unknown
-0.41,0.89,0.23,2.93,1.59,8.67,-0.9,-102.51,-56.42,unknown
-0.4,0.89,0.22,5.62,-0.85,6.84,-1.44,-102.26,-56.46,unknown
-0.4,0.89,0.22,0.12,1.71,4.82,-2.32,-102.45,-56.71,unknown
-0.41,0.89,0.23,0.73,0.92,4.82,-1.76,-101.76,-57.57,unknown
-0.41,0.88,0.23,1.1,-2.14,2.32,-2.55,-101.66,-56.8,unknown
-0.42,0.88,0.23,2.26,-0.06,4.27,-3.02,-101.57,-57.52,unknown
-0.44,0.89,0.23,-1.1,0.31,9.4,-3.37,-101.5,-57.01,unknown
-0.46,0.86,0.23,-0.37,2.01,23.25,-4.9,-101.18,-57.67,unknown
-0.44,0.86,0.24,5.62,3.36,21.12,-7.17,-100.24,-57.6,unknown
-0.45,0.86,0.24,8.67,0.37,14.83,-8.33,-100.2,-59.42,unknown
-0.48,0.85,0.25,3.97,1.28,12.57,-9.78,-99.63,-60.23,unknown
-0.49,0.84,0.26,3.23,0.18,12.45,-10.46,-99.16,-61.43,unknown
-0.49,0.83,0.26,-0.06,1.16,5.74,-11.28,-99.24,-62.08,unknown
-0.49,0.83,0.26,0.67,-1.16,0.24,-11.23,-98.89,-60.41,unknown
-0.49,0.84,0.26,1.65,-2.01,3.11,-11.73,-98.91,-61.05,unknown
-0.5,0.84,0.26,1.34,-1.34,4.94,-11.66,-99.37,-60.3,unknown
-0.52,0.83,0.26,2.81,-1.53,7.75,-12.26,-98.52,-61.87,unknown
-0.51,0.83,0.27,1.59,-1.28,7.26,-13.13,-98.95,-61.76,unknown
-0.51,0.82,0.27,0.73,0.67,7.08,-13.33,-98.94,-62.24,unknown
-0.51,0.82,0.27,2.08,1.65,10.62,-13.75,-98.22,-62.17,unknown
-0.52,0.8,0.27,1.59,-0.73,8.85,-15.06,-98.25,-62.88,unknown
-0.53,0.8,0.27,2.99,-4.15,2.75,-15.5,-98.4,-62.18,unknown
-0.53,0.81,0.27,0.92,-2.14,-0.67,-15.19,-97.97,-62.11,unknown
-0.53,0.81,0.27,0.92,-1.59,-0.92,-15.54,-98.61,-63.34,unknown
-0.53,0.81,0.27,0.67,-1.28,-0.12,-14.94,-98.47,-62.92,unknown
-0.53,0.81,0.27,-1.83,-1.16,1.53,-15.16,-98.88,-63.9,unknown
-0.53,0.81,0.26,-9.58,3.54,2.26,-14.86,-98.33,-61.57,unknown
-0.53,0.8,0.27,-10.68,6.35,3.3,-15.45,-97.99,-60.72,unknown
-0.53,0.81,0.25,-12.88,7.45,-1.4,-15.11,-97.85,-60.22,unknown
-0.52,0.82,0.25,-4.27,3.17,-1.16,-15.28,-98.01,-59.9,unknown
-0.52,0.82,0.25,0.31,-1.59,3.78,-14.95,-97.38,-60.51,unknown
-0.53,0.82,0.24,-0.61,-0.92,7.39,-15.72,-97.02,-60.24,unknown
-0.54,0.81,0.23,-7.93,7.69,9.09,-16.56,-96.46,-59.51,unknown
-0.56,0.8,0.24,-7.81,10.8,8.61,-17.18,-96.13,-60.74,unknown
-0.54,0.81,0.24,-5.13,3.23,4.21,-18.4,-95.17,-59.59,unknown
-0.54,0.8,0.25,0.12,-1.89,2.26,-18.69,-95.64,-59.75,unknown
-0.54,0.81,0.24,0.67,-3.17,2.56,-18.01,-95.21,-60.4,unknown
-0.54,0.8,0.24,-2.2,2.08,3.72,-19.18,-95.37,-59.29,unknown
-0.55,0.8,0.24,0.43,1.46,0.31,-18.96,-94.75,-59.8,unknown
-0.54,0.8,0.25,0.67,-0.49,-2.14,-19.23,-94.69,-59.08,unknown
-0.54,0.81,0.26,5.43,-4.94,-2.87,-18.75,-94.63,-60.14,unknown
-0.54,0.81,0.25,6.71,-7.14,-1.89,-18.09,-94.91,-59.51,unknown
-0.54,0.81,0.25,1.34,-2.26,2.32,-19.02,-94.91,-61.21,unknown
-0.54,0.8,0.25,1.16,0.92,3.3,-18.25,-94.98,-60.56,unknown
-0.54,0.8,0.26,0.43,2.87,-0.24,-18.68,-94.75,-61.62,unknown
-0.54,0.81,0.25,-0.12,2.81,-1.28,-18.4,-95.21,-60.51,unknown
-0.53,0.81,0.26,-0.55,4.82,0.98,-18.47,-94.9,-60.51,unknown
-0.53,0.81,0.26,-1.77,5.19,1.83,-18.7,-94.3,-60.9,unknown
-0.55,0.8,0.26,-4.52,6.23,2.38,-18.88,-94.42,-61.63,unknown
-0.54,0.8,0.26,-3.78,8.18,3.91,-19.13,-94.26,-61.94,unknown
-0.53,0.81,0.27,-2.26,6.77,2.62,-19.19,-93.13,-60.25,unknown
-0.53,0.81,0.27,-0.31,1.16,0.67,-19.64,-93.52,-60.83,unknown
-0.54,0.8,0.26,0.43,-1.16,2.08,-19.87,-93.13,-61.57,unknown
-0.54,0.8,0.26,-0.06,0.73,3.6,-19.86,-92.71,-60.08,unknown
-0.54,0.8,0.27,-0.24,0,1.28,-20.01,-92.75,-60.57,unknown
-0.54,0.8,0.27,0.24,0.12,-0.79,-20.3,-92.38,-60.86,unknown
-0.54,0.8,0.26,-0.67,2.87,3.23,-20.63,-92.41,-60.74,unknown
-0.54,0.8,0.27,-3.11,5.37,2.56,-20.67,-91.76,-60.17,unknown
-0.54,0.8,0.27,-0.92,2.62,0.43,-20.59,-92.13,-60.93,unknown
-0.53,0.81,0.28,0.85,-4.58,-3.54,-20.25,-91.76,-60.12,unknown
-0.53,0.81,0.27,3.85,-5.25,-5.86,-20.39,-92.05,-60.74,unknown
-0.53,0.81,0.27,2.62,-4.88,-2.81,-20.04,-92.2,-60.93,unknown
-0.53,0.8,0.27,0.92,-2.44,-1.4,-20.19,-92.49,-60.91,unknown
-0.52,0.81,0.27,1.04,-1.83,-1.77,-19.74,-91.49,-59.29,unknown
-0.52,0.81,0.27,1.46,-3.48,0.49,-20.1,-92.71,-60.36,unknown
-0.53,0.81,0.27,0.61,-2.2,2.38,-19.84,-92.63,-60.72,unknown
-0.53,0.81,0.27,-1.16,1.34,0.85,-20.09,-91.99,-60.46,unknown
-0.52,0.82,0.26,-3.42,3.6,0.55,-20.23,-91.63,-59.86,unknown
-0.52,0.81,0.27,-2.99,3.23,2.38,-20.1,-91.8,-60.56,unknown
-0.52,0.8,0.27,-1.04,2.01,0.12,-20.24,-91.24,-60.55,unknown
-0.52,0.81,0.27,-1.95,2.14,0.73,-20.28,-91.66,-60.61,unknown
-0.52,0.81,0.27,0.31,-0.06,0,-20.4,-91.87,-60.18,unknown
-0.52,0.81,0.27,1.04,-2.38,0.12,-20.68,-91.54,-60.84,unknown
-0.52,0.81,0.27,1.22,-2.56,0.85,-20.28,-91.42,-60.72,unknown
-0.53,0.81,0.27,0.98,-2.01,0.43,-20.19,-90.48,-61.44,unknown
-0.52,0.81,0.27,0.61,-1.59,0.73,-20.32,-91.02,-60.6,unknown
-0.52,0.81,0.27,0.37,-1.1,0.92,-20.34,-90.82,-61.13,unknown
-0.53,0.81,0.27,-0.73,-0.24,1.16,-20.39,-90.97,-60.83,unknown
-0.53,0.81,0.27,-0.12,0.18,1.89,-20.63,-90.84,-61.33,unknown
-0.53,0.81,0.27,0.55,-1.28,1.71,-20.76,-91.2,-60.3,unknown
-0.53,0.81,0.27,0.49,-0.85,1.34,-20.94,-90.84,-61.84,unknown
-0.53,0.81,0.27,-0.73,-0.43,4.88,-21.19,-90.54,-61.43,unknown
-0.53,0.8,0.27,-0.12,0.43,3.54,-21,-90.98,-60.68,unknown
-0.53,0.8,0.27,-1.34,0.92,2.93,-21.3,-90.76,-61.35,unknown
-0.53,0.81,0.27,-0.43,3.11,1.95,-21.75,-89.99,-61.39,unknown
-0.53,0.8,0.27,-0.61,3.3,3.72,-21.57,-89.77,-61.12,unknown
-0.53,0.8,0.28,-1.34,0.92,3.97,-22.2,-89.45,-61.02,unknown
-0.53,0.8,0.27,0.85,-1.22,1.46,-22.45,-89.6,-62.76,unknown
-0.53,0.8,0.27,1.4,-4.03,0.24,-21.95,-89.43,-61.96,unknown
-0.54,0.8,0.27,2.01,-3.11,-1.83,-22.74,-89.89,-61.49,unknown
-0.53,0.8,0.27,-0.98,-1.77,-5.74,-21.73,-90.1,-62.1,unknown
-0.52,0.82,0.27,0.43,-3.48,-4.33,-22,-90.19,-60.31,unknown
-0.52,0.82,0.27,2.93,-2.44,4.94,-21.58,-89.9,-61.56,unknown
-0.53,0.8,0.28,3.05,-1.1,5.74,-21.63,-89.64,-60.79,unknown
-0.53,0.8,0.28,1.04,-2.69,-0.55,-22.72,-89.99,-61.11,unknown
-0.53,0.81,0.27,0.06,-3.05,-1.34,-21.7,-89.51,-62.08,unknown
-0.53,0.81,0.27,0.49,-1.04,0.67,-21.51,-89.82,-61.6,unknown
-0.53,0.81,0.27,1.1,-0.92,2.56,-21.62,-89.49,-62.07,unknown
-0.53,0.8,0.27,-0.37,-0.18,4.33,-22.25,-89.12,-62.19,unknown
-0.53,0.8,0.27,0.18,0.12,2.99,-22.35,-89.58,-61.72,unknown
-0.53,0.8,0.28,-1.46,0.43,0.92,-22.09,-90,-61.71,unknown
-0.55,0.8,0.27,0.55,-2.01,-2.26,-22.73,-89.75,-62.56,unknown
-0.53,0.8,0.27,3.05,-4.7,-2.56,-22.35,-89.18,-61.05,unknown
-0.53,0.8,0.28,2.62,-4.76,-0.49,-22.4,-89.47,-62,unknown
-0.52,0.81,0.28,1.34,-2.14,-0.79,-22.52,-89.94,-61.38,unknown
-0.53,0.8,0.28,-0.06,-2.08,2.32,-22.71,-89.64,-61.54,unknown
-0.54,0.8,0.27,0.61,-1.95,1.16,-22.57,-89.77,-60.85,unknown
-0.52,0.8,0.28,0.61,-1.89,2.44,-22.46,-89,-61.95,unknown
-0.53,0.8,0.27,1.89,-2.99,-1.16,-23.17,-88.88,-61.89,unknown
-0.53,0.8,0.27,1.71,-3.36,-0.79,-22.62,-88.88,-61.46,unknown
-0.53,0.81,0.27,1.4,-4.15,-1.65,-22.79,-89.32,-61.66,unknown
-0.53,0.8,0.28,2.87,-3.85,-1.34,-22.6,-88.85,-62.1,unknown
-0.53,0.8,0.27,1.4,-4.03,1.34,-22.79,-88.84,-60.74,unknown
-0.53,0.8,0.28,2.69,-4.7,-0.73,-22.96,-88.5,-61.41,unknown
-0.53,0.8,0.27,2.5,-6.1,-1.65,-23.01,-89.03,-61.22,unknown
